Date,Market Cap Decile1,Market Cap Decile2,Market Cap Decile3,Market Cap Decile4,Market Cap Decile5,Market Cap Decile6,Market Cap Decile7,Market Cap Decile8,Market Cap Decile9,Market Cap Decile10,Price Decile1,Price Decile2,Price Decile3,Price Decile4,Price Decile5,Price Decile6,Price Decile7,Price Decile8,Price Decile9,Price Decile10,Turnover Decile1,Turnover Decile2,Turnover Decile3,Turnover Decile4,Turnover Decile5,Turnover Decile6,Turnover Decile7,Turnover Decile8,Turnover Decile9,Turnover Decile10,Volatility Decile1,Volatility Decile2,Volatility Decile3,Volatility Decile4,Volatility Decile5,Volatility Decile6,Volatility Decile7,Volatility Decile8,Volatility Decile9,Volatility Decile10
20120118,10.295522040412274,18.862305333413506,20.066709614774147,24.723345038649285,22.074162825173122,22.794482518490508,22.110586537770843,22.910206688412032,21.3773808658655,20.90724061494786,9.14573681051517,12.647425298924112,12.86291968367068,13.19554417550396,15.592684635432965,17.79869603473162,19.81225559933934,19.765281577986524,24.41546893944171,31.472399089011308,354.13959522573947,134.95629771886271,49.82756817983794,30.774021403999452,28.25892484639673,27.681265258483915,25.389326127322278,22.47840865155341,19.77914413255733,16.77631499885243,24.973847297202553,24.519113523292628,22.954591286646373,24.225775380466192,19.301485458263038,19.626497860902823,18.576119026187257,17.010268086556025,18.48164157241313,12.21102163110616
20120119,11.138634046890928,20.094706349577162,21.492126174431803,26.097983876071027,23.362652032989956,23.045221438553764,21.59160057567382,22.48276998155571,20.082527964229506,18.403107172513185,8.981869566654547,14.46010853197194,12.447115021238643,12.736057172956228,15.030042643368045,17.30088531255628,16.9830415249202,18.559696634798716,21.45290731999723,28.25132098426957,352.6627234490011,112.3760127564213,54.25800622427467,31.342776678848022,26.257074629211555,22.06687424641925,24.283488135942367,19.649787273737534,18.924916313695903,15.920390203526273,21.793592089607824,20.738228803739574,20.960127244069877,22.911579364733115,21.518958279814015,18.151422132345296,17.084678022250152,15.862281665440399,16.41867385618829,13.292671223651425
20120120,14.269045551432857,18.94361781770541,19.990359861970752,23.82334563227754,22.307237501979625,22.646424786484634,22.22583322939903,24.538807222651023,21.611126408574837,22.070290120434926,9.475051464036625,12.397644364697586,12.132878550511961,13.074566348859754,15.656999752658917,18.676189614558517,19.643291133272037,20.605950451945414,25.915926110103552,33.06504841964394,287.47046738572163,93.12843619840969,48.06863855080668,34.74011954884907,33.10284570703373,25.41104390265407,26.388244276450916,24.037638650628413,21.604433337333717,17.44632589131925,24.502444506132694,23.62146551995393,22.845000419040637,22.844777873875454,23.73501752428666,19.17920043973975,19.299334556135154,17.406564615593176,18.0822583885875,14.85886669100899
20120123,13.170880401649633,22.058056257135938,21.531254663947067,30.093597389271636,25.091805423643258,25.591152812042143,23.831372425163128,25.27183037620069,23.362972573148966,22.38148075419485,9.3047373111817,15.020483716666002,14.284193914849725,14.516685433749894,17.04296064879302,19.267598190990057,21.727111532103873,21.863507070585047,27.428997801866785,31.86359191709099,384.8094625040232,146.737649249644,72.3837669731319,43.43479835083334,33.180541669871054,26.342382335161677,26.78632045440501,23.603921534835827,21.025295584916968,18.962434588403525,25.631311470047883,25.739400417699372,22.3944103491748,24.01304291091045,25.165554638643037,22.49171064405977,23.097560601259108,20.5483915810596,15.710522340144276,13.099168429095016
20120124,25.49002806913872,22.18652905253384,26.50550881671138,26.300999102972565,24.63832796190293,25.93845458843305,22.718109403947164,24.145845811254304,21.954694731554568,22.616078595887732,12.395532424465733,14.372976306946276,13.35594887353099,14.726648668416798,17.365331949049963,19.657887493610435,21.087166863910888,23.031347529312587,25.12150538636054,31.17374651290402,371.54634146341465,146.6744326280013,48.99229677036535,38.106517905043994,28.129847404197886,27.03396634653108,25.64825821894393,23.972749572885423,23.207088493682733,17.462480906760764,26.16344350455485,24.011357625928667,23.919059254542265,24.761712080894473,27.73506394233342,20.16414071289498,21.757351933422736,18.844914448947417,15.68314692493322,13.748511735983271
20120125,56.23887240356083,34.94965986394558,25.58557209414897,29.738649412770943,25.184876191144728,29.525824999385705,26.00832937537088,26.9030989928161,23.183428502355596,21.25687418867378,17.78882567239363,15.030961356731327,14.846687267169107,14.707494968095096,17.105517632550455,19.653605580491877,19.950175125190633,22.938435095760354,26.842237399859457,30.396903381356683,746.4728633811603,121.08253708825748,52.49471234383192,45.99502859746601,32.32135227100219,29.85943795934183,24.807314777855797,24.892500218553092,21.15295849110329,18.516421603735445,24.5783776415124,24.92775096026752,23.350916295691015,24.82524421402657,22.7316667474872,23.078058126135552,24.36289718740374,18.330561144343392,16.7776749235317,17.508722943953618
20120126,32.41734277000978,19.134266641442125,24.010727432077125,34.16157063649039,25.42075691411936,25.579079503019592,21.93254891080868,22.715180631460413,20.991468067747636,20.533322846106678,11.868183656457111,12.767877187712447,14.103954183905834,13.634458566382651,16.325610482482112,18.383420633485912,19.811816084434064,21.21498862760923,24.419908320376198,28.017255732712677,382.321446260525,168.42965923205702,79.89957181172264,37.81201779030191,29.031180589281053,28.109324925696555,25.61336224215677,21.288078456915674,20.878091452896502,16.318152664510198,25.285370066393906,23.507485064172606,22.900900147401074,21.823663426908904,22.595587546840132,22.882923935748234,20.0559023746673,17.364241746774628,16.37613652552102,11.72855935993639
20120127,19.168933134910453,20.076215381707048,21.99820877817319,29.374498876821438,22.855181283765464,25.197582346036754,23.724756174566252,25.49325644984667,21.871421959947398,23.630783932998753,9.645697414589932,14.379620500983558,13.877641974474981,15.692255408372741,15.862281757977122,20.78889044719674,20.65750403715947,22.811358914523385,26.233204157539696,33.60332325550189,345.62707051585426,183.19383514807217,48.38064782813379,40.505227223071884,30.545025660000967,30.586618335445024,26.41976111445413,24.617155160766224,23.76858816867316,17.206422935836404,25.227551922539895,27.995943261383804,22.72198479363568,26.727298565517376,25.228000368847372,24.875458122144988,21.986380729018887,19.250192759650957,15.989457244655583,12.457719291524025
20120130,14.335659898477157,22.331181267762265,24.88096850885232,27.952595455545776,20.85366244544609,27.193345820587798,22.650580565255535,24.609103842562412,22.797807639708818,23.02440859827734,10.04586998536929,14.153083590261293,14.170543903371584,16.26335017601879,16.729843043188662,19.64781397716592,22.865999379173818,22.006496145208903,27.045765112955394,30.1803744210557,257.16288725646757,145.69545560475413,67.18972723457826,33.97616456372845,30.29654145865571,26.636781624349254,24.061340493258193,23.850044762957058,23.079752030810482,18.29889630672733,23.569991380980102,24.16357076365037,23.97705476719374,25.21029382194742,22.67116443467463,24.39161628337844,23.09567567175665,20.599466145494848,16.485035102129373,15.169392633922142
20120131,12.681502366327662,15.060198909821173,28.185381628262547,24.388688628647632,19.904525141969284,23.164405789809432,23.9999221116986,24.191606762796123,23.31427370710107,22.694334281712905,8.544491579457446,12.603854537111392,14.440296140527717,15.618810995188815,17.08509451168297,20.981852356580383,21.3380314810188,22.749627288335812,26.39989030410598,29.583085249301185,237.95937405958472,125.11531796460642,53.53141873917522,29.495752318822092,31.19664280267017,26.418921471389606,24.0074127124574,25.184174542292048,23.4108259165959,17.367797606985363,23.791873862209687,23.841628069571396,25.08612889780586,24.669843214551705,25.437992215152956,23.513067435291028,23.474161707838185,19.780177134371737,15.590960922811119,12.017339057790076
20120201,12.525977886101535,17.611646319222434,27.71219404994094,17.54073263856416,14.677716694831371,18.00769590742789,18.267390659318473,19.66617698507396,19.510419821825923,18.30671589956647,8.416796553971718,11.393166867221838,11.93973610866957,13.024524845132289,15.542211743698752,16.442119861561444,17.613711224812608,18.683065758241078,21.226664380658132,23.20958895597379,207.2356385945343,80.80802431217872,33.64004825559901,24.24416332191565,21.868424019055276,20.39954750199769,19.63652926994922,18.677435464875078,18.0247399809329,15.286556597888326,20.173844386555146,19.318641740242416,19.510444441587495,20.90645220788682,18.692985743561714,17.967805596196605,17.973925276572636,15.889292986348815,13.631394303149024,11.116444718799444
20120202,13.303421437928643,14.94500964159851,16.867899434064373,17.382078831770155,15.572046749173342,19.583138375075386,18.92428768275242,20.841156395514435,19.34227701484617,18.439633431993737,7.86398083248946,12.733771218353514,12.747985501185,13.917122438368901,13.963520187319787,17.251538874786238,18.159236759096057,19.827142962183093,21.066866052201146,23.34568110138493,195.5118803768947,51.10802522710178,30.389901940598136,26.9124724372969,25.933291755937283,21.40799121659261,20.034910670576558,20.02489790217494,18.69216596035058,14.048671948870048,21.912867977643103,19.928174003453154,21.208219334693712,21.79623550200525,18.562752648935806,18.056664541349534,18.42881721950688,15.561436574432244,11.774692353227103,10.195034791620401
20120203,15.178383652230472,23.697215734252772,16.824895167872118,18.047186301200348,16.261644905519958,17.5099448792146,17.187993695422655,18.02415045549858,18.531040049044442,17.607314822185852,8.154084513928785,10.832664945668487,10.98938961060916,12.534538083103067,13.744090033107675,15.91981411408858,17.84182418412267,18.851507247146348,20.470247619248454,21.468574701800236,215.99689716312056,82.78346153846154,24.960799799356447,22.99153425095934,20.63265326614817,21.17663257117485,19.210581654584455,18.288154509906036,17.38845829861062,13.883511194732797,19.711733621776546,18.398477728329635,20.401336615573975,18.474658473787397,17.59406919525718,17.90702856289502,15.007522853239625,14.69402125157519,12.606194343999302,11.255624348678968
20120206,13.281878209831255,14.557679795806015,16.560427335334627,17.80097323600973,18.085812508980883,22.60919656522647,22.194254063148644,21.775482417494803,22.449050856130196,20.465556575481315,7.9097134333755195,11.862354950484612,13.497206777200304,15.023601688659786,15.86029500639336,18.9077148763761,19.774954011096966,22.801262267966145,23.19158129880545,26.493654647951523,190.74515778019585,58.41327325138332,41.75843745219032,34.04969645510507,23.70856740816788,24.59312463897559,22.89511720593925,23.30122304894861,21.063000109102617,15.809058482593915,21.551682321907954,22.84299765088386,23.495549572630555,23.804219145052283,22.10999235827835,21.008924471512522,19.758251704884472,16.91269121307884,14.173393841691135,12.998277734177623
20120207,14.175734935845378,13.200308916254073,16.550575900767868,20.81664280658432,20.192585760015632,21.530121059984953,22.003638372283334,20.972098160507386,21.283409728340857,20.351488426323964,9.504092325339865,12.195535192644753,14.145154063747595,14.44574337690502,16.45556501889433,19.454264877412204,18.99505840498198,22.282032975734992,23.36638227220402,25.084665162707783,281.27329368450864,63.72838907739538,39.77021952029214,33.9424882629108,26.09105224287962,22.338378489994888,23.92326444531058,22.10343225223285,19.840122475899516,15.712152992633854,22.178977977223738,22.91202600176561,22.40724249830486,21.408472845852213,20.771192123987127,21.078731108866823,20.67600553542998,17.530348127960167,14.349778818631277,11.166976121250475
20120208,14.114212087324354,16.736100707951774,15.86368747731076,22.502181371992094,18.09635453795399,21.617184032140358,23.574990044324398,21.67483086872938,22.502462302117014,20.583343537102863,9.537185154560488,12.238748388441053,13.845385546756342,14.134308727537555,16.775526001573226,18.725119406689146,19.421243080022794,22.23437420238116,25.60314830610415,26.49148555292929,182.9404924760602,71.4928252704568,49.61953178617727,33.41699006995693,26.06802006406493,25.885825100238478,24.78742935229804,21.615906624349392,19.969006101315497,15.646085991584474,22.99901390184036,21.87415271114808,25.99409529691709,23.703822537206214,20.782459615497434,23.806260391177787,18.593908694460406,16.63492457010746,14.522873328553839,10.254360519212119
20120209,15.888268156424582,12.97302309040567,14.43157878150433,20.475859575381627,19.54478023424317,20.26833250954695,22.329271393760525,22.69530662508012,21.48953675349132,20.613987958330853,8.697628414239965,12.37034542624521,12.187121404413833,14.711336960685035,17.473342280046342,19.19680991221582,19.027710616993314,21.84620127001851,24.930674802700608,25.890407331304186,128.01928374655648,70.26550968100547,35.723845290933035,36.27719620543845,27.46745317782483,28.999863934152636,23.408157363880765,22.26374820302032,20.70113245477597,15.2304931508843,24.036430956294893,22.736372592854213,23.744499622079854,23.275198752634626,21.74778834475939,20.559528669243353,19.10148342522401,18.532794977596637,14.008794352528177,10.564432139059004
20120210,23.021820962239737,18.832630554654557,15.318028032866119,21.604090585940586,19.32390953645715,22.38722984096298,21.627356983416245,23.153629781332764,22.119575868407175,21.687668506441618,11.840371377065411,13.09015792363084,13.522016984673193,15.31967525852755,17.58560614118457,18.59358905083413,20.708097612047503,22.569405231206385,26.139990790990602,26.378567646772805,347.45862068965516,69.68743735382559,38.44626658972879,36.24620727041317,27.9220567748558,26.35650999054703,23.855980668748018,23.448655442534783,22.006575871361537,15.830197438217455,23.526981142288964,23.56260469845456,26.06450367333995,23.13561386931384,22.28149084904762,21.945174162899654,19.971529040140656,18.502365188038084,12.795707200374125,11.722318676375027
20120213,14.118841978287094,14.306183847058502,15.894966376272002,15.03891008174387,19.246928689103317,21.899152849556994,22.543250402857538,21.393761178988907,21.41180893975695,20.139486189630823,9.96458472622766,12.041282980579371,12.93954069802609,13.908734533567829,16.430710130282538,18.201056514028867,19.99004682926829,21.24926897578992,24.48731988951942,25.490589155138558,236.63422428820454,83.52892936906755,35.42952792033443,31.059063887189623,24.308321108089007,23.571865041235213,22.989167497193865,21.172896175486727,19.708336131621195,15.803631196254399,22.010788793783888,21.121597340672974,22.160325442975136,23.421919131211155,21.41027848243586,20.380352287277663,19.928786810483206,17.15475067782624,14.655602788012004,10.674083214437204
20120214,6.828969437197167,20.632271325796506,17.379886730118777,22.62201494633927,21.050844186872833,23.943395338900835,22.930347220758005,23.019455973801914,22.212653238663425,20.52520119477949,9.86174002384827,14.492176524526174,15.740863984136455,15.670992357890375,17.046065192223285,17.24313704861309,22.189096014125685,21.675038932464673,25.14732813873772,25.93407743257229,165.322464535253,77.65936236677692,38.961190760474366,32.66534758687609,27.127840175073242,25.723461930360845,24.190083095860206,22.888507282691926,21.77180470765051,15.61580914269651,22.113854335476052,24.614132086723995,23.25376358016805,24.65325629729965,22.632104881139355,22.26398908908881,19.989123158711212,17.578502089343147,12.858609587909353,10.99148131547986
20120215,14.274942201671706,29.270119023946823,19.887087701826697,23.536181709349165,23.908924029272068,25.71362910990069,27.452238868174334,26.568958364293852,26.22570426283381,23.669503322387982,12.242328263662712,14.960523809187828,17.04144049156997,16.76307662643408,19.128853297623525,20.509027660776404,24.360461955993127,25.371116025648426,30.378359479943814,29.661635641646615,217.57386934673366,88.94349675767214,42.77175658379552,37.47407518285768,31.694154129238314,32.22886839779233,28.596198267955554,26.23632520620165,24.196066243961653,17.677443258361016,26.586381986107405,28.344711578583794,27.49552351456159,27.64861092098058,26.388692339940974,22.482450808697852,21.712924142525672,20.991206773879938,18.00581896742351,11.439022685343526
20120216,17.053255931347802,21.218296871025185,18.22419456793194,20.113852066256417,20.794312627500375,21.69232256394221,22.21634577978839,23.43301935494225,22.29986087631171,20.459242578012507,10.246405780922354,13.756326778571923,14.580955835790162,15.627591606639523,16.603213706744505,18.53566306831043,21.054164562468436,21.238208501609282,24.04291707727977,26.654097087291543,208.0959954558364,83.3771720744272,38.56415547646819,31.657949547232445,27.877305146660827,26.568793759671735,23.41170406689594,21.792745816769635,21.011847820319428,15.982306322782351,24.634445244762674,21.908091953588407,22.99568500591646,24.728487755678625,20.918859391299325,20.301344377190187,21.635953651743502,17.560023473989695,14.252282013907143,11.371729613445652
20120217,17.94946964447524,13.12172513824676,21.54189048140322,18.856161094772222,18.4199015819976,20.6494733683357,19.144498907144314,20.360340426203507,19.77971348800077,17.983007410715327,11.224986220536264,13.418149587820071,12.65678476416451,14.304171862615764,14.986885253620033,16.474951232797054,17.18835457960832,18.289036204754378,20.706756611456274,25.108527268926558,219.30685395979657,67.86480759450754,37.501938558945234,30.50431649976201,27.442460748698522,24.2186633018969,21.2930949623935,19.4395139264942,18.75321587993357,13.745496576970927,22.14129329297222,19.941991048596684,20.389880582303682,19.348253547837718,19.522629020888214,18.718987758890307,17.076134998617846,15.900748520295375,12.060567506251637,10.47213790703894
20120221,15.728601252609604,16.696838233560467,14.810780657935734,17.238857999407387,18.102878751367083,20.656107607688625,21.076677992025363,20.6169598223828,21.38644070145519,19.98961486064254,10.944487159772413,11.967298531704074,11.88559880953959,14.401057557641382,15.470433690842368,16.517149652596654,19.352820485775617,20.625302715039485,22.59370237750208,27.421935418394796,200.03098650927487,68.44646780620415,40.91384019117618,29.31560253983146,24.62835124059614,25.271233449396426,20.940360909073696,21.255686153551128,19.96665297495505,15.350737503710295,21.63950515583111,21.429627015383804,22.502409084426304,21.853640435527577,20.09672561736478,19.84616782072139,18.822116991643455,17.092469531722443,14.311885134045431,9.774454929378246
20120222,29.296190086030315,20.889524331358515,19.289358156425276,19.65176845217787,19.238967558914236,21.694520426731916,21.97332540434541,21.140065840843867,21.76824905177378,21.582996370564324,13.67467344465392,12.628631643483926,12.98231923807407,14.517164137240039,16.052364513182216,17.105802099801096,19.338615399473305,21.147995529605915,24.972441511369343,29.74258247252158,300.42202141900935,66.09746614242027,44.71160715587502,32.73645619138372,27.889618079949937,27.697241679595997,23.846435146189826,22.42506811296069,20.728990540212813,15.918299377569486,26.200309047313073,22.17024857675866,23.86198842650765,22.607704228802998,21.35073111866582,20.618642033758555,19.620556811342635,17.166934440576934,15.399153812581115,13.370623074344278
20120223,19.645510835913313,20.284399433602168,20.6228455598908,19.78193689852601,18.327849341154838,22.380430109510936,21.08452599172777,21.855264317351875,22.94652976989746,22.414442788654057,11.995768405765652,11.511789894940877,14.39549100598553,15.75518284262277,16.544592585396348,18.33654172181914,19.675393800574508,21.73885673114018,26.671017630910278,29.82066600309294,251.87046123650637,71.28005278568189,39.14710680878834,38.12618119587676,26.685614814857242,28.728897324129452,25.839908261650564,22.916717768847235,21.158430775381444,16.051519554338643,27.611469165025003,23.213675843769025,23.281510276604966,26.15990379496036,23.780661136167442,21.908281132460154,17.532675064078667,18.809362234595447,14.729394563585023,10.875135077713185
20120224,24.401925303995366,16.468980685610273,17.265021402526028,20.247906313148725,18.06254671607664,20.281046634026154,20.786023382531873,20.144215368861943,20.462868847707202,20.093546716794982,11.396867192166297,12.026587452213757,14.56444121013373,14.649489374292214,15.377613739673505,17.81553474598113,18.0817925210065,20.499297171789816,23.932572965685473,25.172828801965114,180.54375,63.1366930171278,50.08281425132756,31.2492222749667,27.220576654465805,23.007667139231508,24.525990587637384,20.637793313225295,20.1110061231776,14.426095559841412,22.047427935317554,21.175924642176795,22.540549417667734,22.29881074250224,22.167741119832716,20.931715097071834,18.082144336399242,15.61041265801895,12.788943815225025,10.451930698010298
20120227,17.82286506835744,18.002979545820583,13.840253154286177,20.249754334628992,16.837520379899125,22.648321592355064,22.126591798854818,21.755621631904237,23.940795871575915,22.327176956637235,8.586153219179455,13.131444026519977,14.257203659123736,14.7189473647582,15.88002831592313,19.360381227050357,21.627121716663265,23.22847509354996,26.05503561271999,28.690940955790605,265.99411217849394,58.82609252304541,43.687969162101844,34.11897103646862,26.957032168483646,27.344989527183955,25.650908750298424,22.54507218971656,21.299640351199443,16.77156879593729,24.01676890176635,23.629915795391746,25.33011250289159,24.276860144699803,23.438579937645684,21.932643085393753,20.787016463249437,17.136162399289745,16.16778772276193,9.620761164184767
20120228,18.302312555013202,17.19926228428402,14.64119657796831,19.30065271624586,16.968303438214914,21.295060376359093,22.725863673313352,22.66541199811295,23.62659208805638,23.78285790290655,9.635431942269612,11.532128702265545,14.755845378414952,15.526909873175738,16.853303698960744,18.955089534691737,22.523377180087117,24.373094453404388,26.9068314221552,29.574276159756746,197.60822949869603,72.45976247030879,42.34409573267103,30.14360744784685,31.00554982720278,27.43909366384519,27.575527407872922,24.889688604865032,21.548018493666408,16.201451937052127,25.6700489717955,24.661779128817212,26.56376588114352,25.641440019691725,23.60049686686131,24.843659256575414,21.324969595702154,16.12891852162127,13.636387371766364,10.704591295619402
20120229,19.37467850327719,18.685986379178793,17.194298176674003,18.0775420919532,18.21224980534054,22.98495027411267,22.475245762899466,23.55076356014543,23.468520992908758,23.583255400206486,10.8847551768357,12.765254535287912,15.006731109234844,15.082319211155264,16.309353741496597,20.52659543748195,20.939671438978635,24.84041554180777,27.502623781121684,29.309711572776944,230.96646008020414,69.25271532012195,34.10469505650229,31.55037379176029,30.015895312463208,28.687356920831693,27.652756770927866,23.564341606445776,21.834413145250327,16.991727440686162,26.069628310184203,24.457330723419656,26.718653860818932,23.50145626377252,23.565945763946893,22.86951184375962,23.436453433913876,17.129343277652104,15.273973388391832,11.864702414223474
20120301,13.888756064974334,15.166576832040496,17.911055857045582,18.009916201711714,18.197529506096785,21.10040244843271,20.532714351934143,19.749705770381247,22.524224403352434,21.381571540059408,10.038872191432283,12.21984024525463,14.533803014863487,14.477250520679302,15.903958995713708,18.993857588845888,18.740981935807866,21.68118229203122,25.283041739060163,27.056613584587595,268.4523141654979,66.04055789240647,39.70041665423665,27.75359330287211,27.981036364334326,25.301245923823153,23.5616526671275,20.704884968798897,19.936612038674248,16.04269472868845,23.318777321139617,21.715522236102228,24.09597603772337,22.177882000079492,20.989293942085002,20.48739633888685,19.59083286451739,16.99095918218621,15.03527068333599,10.930358231383167
